"Sensitivity Excess Phase - dB SPL/watt (8 ohms. @0.50 meters) (High)"
      "Hz"  "Mag (dB)"       "deg"

3483.3,   94.953,   -40.23
3581.3,   94.928,   -40.65
3682.1,   95.054,   -41.06
3785.6,   95.284,   -41.45
3892.1,   95.593,   -41.84
4001.6,   95.9,   -42.24
4114.2,   96.168,   -42.61
4229.9,   96.341,   -42.94
4348.9,   96.419,   -43.22
4471.2,   96.465,   -43.48
4597,   96.633,   -43.77
4726.3,   96.983,   -44.12
4859.3,   97.479,   -44.52
4996,   98.01,   -44.88
5136.5,   98.5,   -45.15
5281,   98.898,   -45.35
5429.6,   99.106,   -45.54
5582.3,   98.887,   -45.79
5739.3,   98.033,   -46.06
5900.8,   96.65,   -46.32
6066.8,   95.064,   -46.56
6237.4,   93.584,   -46.79
6412.9,   92.465,   -47.02
6593.3,   91.766,   -47.21
6778.8,   91.333,   -47.34
6969.5,   90.897,   -47.46
7165.5,   90.121,   -47.6
7367.1,   88.749,   -47.76
7574.3,   86.809,   -47.9
7787.4,   84.603,   -48.01
8006.4,   82.374,   -48.11
8231.7,   80.155,   -48.2
8463.2,   77.841,   -48.27
8701.3,   75.318,   -48.32
8946.1,   72.749,   -48.4
9197.7,   70.585,   -48.51
9456.5,   69.23,   -48.5
9722.5,   68.822,   -48.44
9996,   69.15,   -48.59
10277,   69.715,   -48.74
10566,   70.12,   -48.74
10863,   70.18,   -48.72
11169,   70.051,   -48.77
11483,   70.21,   -48.94
11806,   71.231,   -48.86
12138,   73.239,   -48.81
12480,   75.697,   -49.09
12831,   77.986,   -49.06
13192,   79.76,   -49.06
13563,   80.896,   -49.21
13945,   81.3,   -49.25
14337,   80.783,   -49.2
14740,   79.083,   -49.45
15155,   76.329,   -49.44
15581,   73.243,   -49.63
16019,   70.599,   -49.77
16470,   68.788,   -49.86
16933,   67.636,   -50.01
17410,   66.67,   -50.08
17899,   65.637,   -50.25
18403,   64.458,   -50.4
18921,   62.981,   -50.54
19453,   61.219,   -50.7
20000,   59.512,   -50.88
